"IDE_PEDIDO","IDE_PEDIDO_EST","DES_PEDIDO","IDE_PROVEEDOR","DES_PROVEEDOR"
14614,"SO MIG104215","ORDER SALES MIG104215","FedEx","CARRIER FedEx"
14615,"SO MIG104216","ORDER SALES MIG104216","FedEx","CARRIER FedEx"
14616,"SO MIG104217","ORDER SALES MIG104217","FedEx","CARRIER FedEx"
14617,"SO MIG104218","ORDER SALES MIG104218","FedEx","CARRIER FedEx"
14618,"SO MIG104219","ORDER SALES MIG104219","FedEx","CARRIER FedEx"
14619,"SO MIG104220","ORDER SALES MIG104220","FedEx","CARRIER FedEx"
14620,"SO MIG104221","ORDER SALES MIG104221","FedEx","CARRIER FedEx"
14621,"SO MIG104222","ORDER SALES MIG104222","FedEx","CARRIER FedEx"
14622,"SO MIG104223","ORDER SALES MIG104223","FedEx","CARRIER FedEx"
14623,"SO MIG104224","ORDER SALES MIG104224","FedEx","CARRIER FedEx"
14624,"SO MIG104225","ORDER SALES MIG104225","FedEx","CARRIER FedEx"
14625,"SO MIG104226","ORDER SALES MIG104226","FedEx","CARRIER FedEx"
14626,"SO MIG104227","ORDER SALES MIG104227","FedEx","CARRIER FedEx"
14627,"SO MIG104228","ORDER SALES MIG104228","FedEx","CARRIER FedEx"
14628,"SO MIG104229","ORDER SALES MIG104229","FedEx","CARRIER FedEx"
14629,"SO MIG104230","ORDER SALES MIG104230","FedEx","CARRIER FedEx"
14630,"SO MIG104231","ORDER SALES MIG104231","FedEx","CARRIER FedEx"
14631,"SO MIG104232","ORDER SALES MIG104232","FedEx","CARRIER FedEx"
14632,"SO MIG104233","ORDER SALES MIG104233","FedEx","CARRIER FedEx"
14633,"SO MIG104234","ORDER SALES MIG104234","FedEx","CARRIER FedEx"
14634,"SO MIG104235","ORDER SALES MIG104235","FedEx","CARRIER FedEx"
14635,"SO MIG104236","ORDER SALES MIG104236","FedEx","CARRIER FedEx"
14636,"SO MIG104237","ORDER SALES MIG104237","FedEx","CARRIER FedEx"
14637,"SO MIG104238","ORDER SALES MIG104238","FedEx","CARRIER FedEx"
14638,"SO MIG104239","ORDER SALES MIG104239","FedEx","CARRIER FedEx"
14639,"SO MIG104240","ORDER SALES MIG104240","FedEx","CARRIER FedEx"
14640,"SO MIG104241","ORDER SALES MIG104241","FedEx","CARRIER FedEx"
14641,"SO MIG104242","ORDER SALES MIG104242","FedEx","CARRIER FedEx"
14642,"SO MIG104243","ORDER SALES MIG104243","FedEx","CARRIER FedEx"
14643,"SO MIG104244","ORDER SALES MIG104244","FedEx","CARRIER FedEx"
14644,"SO MIG104245","ORDER SALES MIG104245","FedEx","CARRIER FedEx"
14645,"SO MIG104246","ORDER SALES MIG104246","FedEx","CARRIER FedEx"
14646,"SO MIG104247","ORDER SALES MIG104247","FedEx","CARRIER FedEx"
14647,"SO MIG104248","ORDER SALES MIG104248","FedEx","CARRIER FedEx"
14648,"SO MIG104249","ORDER SALES MIG104249","FedEx","CARRIER FedEx"
14649,"SO MIG104250","ORDER SALES MIG104250","FedEx","CARRIER FedEx"
14650,"SO MIG104251","ORDER SALES MIG104251","FedEx","CARRIER FedEx"
14651,"SO MIG104252","ORDER SALES MIG104252","FedEx","CARRIER FedEx"
14652,"SO MIG104253","ORDER SALES MIG104253","FedEx","CARRIER FedEx"
14653,"SO MIG104254","ORDER SALES MIG104254","FedEx","CARRIER FedEx"
14654,"SO MIG104255","ORDER SALES MIG104255","FedEx","CARRIER FedEx"
14655,"SO MIG104256","ORDER SALES MIG104256","FedEx","CARRIER FedEx"
14656,"SO MIG104257","ORDER SALES MIG104257","FedEx","CARRIER FedEx"
14657,"SO MIG104258","ORDER SALES MIG104258","FedEx","CARRIER FedEx"
14658,"SO MIG104259","ORDER SALES MIG104259","FedEx","CARRIER FedEx"
14659,"SO MIG104260","ORDER SALES MIG104260","FedEx","CARRIER FedEx"
14660,"SO MIG104261","ORDER SALES MIG104261","FedEx","CARRIER FedEx"
14661,"SO MIG104262","ORDER SALES MIG104262","FedEx","CARRIER FedEx"
14662,"SO MIG104263","ORDER SALES MIG104263","FedEx","CARRIER FedEx"
14663,"SO MIG104264","ORDER SALES MIG104264","FedEx","CARRIER FedEx"
14664,"SO MIG104265","ORDER SALES MIG104265","FedEx","CARRIER FedEx"
14665,"SO MIG104266","ORDER SALES MIG104266","FedEx","CARRIER FedEx"
14666,"SO MIG104267","ORDER SALES MIG104267","FedEx","CARRIER FedEx"
14667,"SO MIG104268","ORDER SALES MIG104268","FedEx","CARRIER FedEx"
14668,"SO MIG104269","ORDER SALES MIG104269","FedEx","CARRIER FedEx"
14669,"SO MIG104270","ORDER SALES MIG104270","FedEx","CARRIER FedEx"
14670,"SO MIG104271","ORDER SALES MIG104271","FedEx","CARRIER FedEx"
14671,"SO MIG104272","ORDER SALES MIG104272","FedEx","CARRIER FedEx"
14672,"SO MIG104273","ORDER SALES MIG104273","FedEx","CARRIER FedEx"
14673,"SO MIG104274","ORDER SALES MIG104274","FedEx","CARRIER FedEx"
14674,"SO MIG104275","ORDER SALES MIG104275","FedEx","CARRIER FedEx"
14675,"SO MIG104276","ORDER SALES MIG104276","FedEx","CARRIER FedEx"
14676,"SO MIG104277","ORDER SALES MIG104277","FedEx","CARRIER FedEx"
14677,"SO MIG104278","ORDER SALES MIG104278","FedEx","CARRIER FedEx"
14678,"SO MIG104279","ORDER SALES MIG104279","FedEx","CARRIER FedEx"
14679,"SO MIG104280","ORDER SALES MIG104280","FedEx","CARRIER FedEx"
14680,"SO MIG104281","ORDER SALES MIG104281","FedEx","CARRIER FedEx"
14681,"SO MIG104282","ORDER SALES MIG104282","FedEx","CARRIER FedEx"
14682,"SO MIG104283","ORDER SALES MIG104283","FedEx","CARRIER FedEx"
14683,"SO MIG104284","ORDER SALES MIG104284","FedEx","CARRIER FedEx"
14684,"SO MIG104285","ORDER SALES MIG104285","FedEx","CARRIER FedEx"
14685,"SO MIG104286","ORDER SALES MIG104286","FedEx","CARRIER FedEx"
14686,"SO MIG104287","ORDER SALES MIG104287","FedEx","CARRIER FedEx"
14687,"SO MIG104288","ORDER SALES MIG104288","FedEx","CARRIER FedEx"
14688,"SO MIG104289","ORDER SALES MIG104289","FedEx","CARRIER FedEx"
14689,"SO MIG104290","ORDER SALES MIG104290","FedEx","CARRIER FedEx"
14690,"SO MIG104291","ORDER SALES MIG104291","FedEx","CARRIER FedEx"
14691,"SO MIG104292","ORDER SALES MIG104292","FedEx","CARRIER FedEx"
14692,"SO MIG104293","ORDER SALES MIG104293","FedEx","CARRIER FedEx"
14693,"SO MIG104294","ORDER SALES MIG104294","FedEx","CARRIER FedEx"
14694,"SO MIG104295","ORDER SALES MIG104295","FedEx","CARRIER FedEx"
14695,"SO MIG104296","ORDER SALES MIG104296","FedEx","CARRIER FedEx"
14696,"SO MIG104297","ORDER SALES MIG104297","FedEx","CARRIER FedEx"
14697,"SO MIG104298","ORDER SALES MIG104298","FedEx","CARRIER FedEx"
14698,"SO MIG104299","ORDER SALES MIG104299","FedEx","CARRIER FedEx"
14699,"SO MIG104300","ORDER SALES MIG104300","FedEx","CARRIER FedEx"
14700,"SO MIG104301","ORDER SALES MIG104301","FedEx","CARRIER FedEx"
14701,"SO MIG104302","ORDER SALES MIG104302","FedEx","CARRIER FedEx"
14702,"SO MIG104303","ORDER SALES MIG104303","FedEx","CARRIER FedEx"
14703,"SO MIG104304","ORDER SALES MIG104304","FedEx","CARRIER FedEx"
14704,"SO MIG104305","ORDER SALES MIG104305","FedEx","CARRIER FedEx"
14705,"SO MIG104306","ORDER SALES MIG104306","FedEx","CARRIER FedEx"
14706,"SO MIG104307","ORDER SALES MIG104307","FedEx","CARRIER FedEx"
14707,"SO MIG104308","ORDER SALES MIG104308","FedEx","CARRIER FedEx"
14708,"SO MIG104309","ORDER SALES MIG104309","FedEx","CARRIER FedEx"
14709,"SO MIG104310","ORDER SALES MIG104310","FedEx","CARRIER FedEx"
14710,"SO MIG104311","ORDER SALES MIG104311","FedEx","CARRIER FedEx"
14711,"SO MIG104312","ORDER SALES MIG104312","FedEx","CARRIER FedEx"
14712,"SO MIG104313","ORDER SALES MIG104313","FedEx","CARRIER FedEx"
14713,"SO MIG104314","ORDER SALES MIG104314","FedEx","CARRIER FedEx"
14714,"SO MIG104315","ORDER SALES MIG104315","FedEx","CARRIER FedEx"
14715,"SO MIG104316","ORDER SALES MIG104316","FedEx","CARRIER FedEx"
14716,"SO MIG104317","ORDER SALES MIG104317","FedEx","CARRIER FedEx"
14717,"SO MIG104318","ORDER SALES MIG104318","FedEx","CARRIER FedEx"
14718,"SO MIG104319","ORDER SALES MIG104319","FedEx","CARRIER FedEx"
14719,"SO MIG104320","ORDER SALES MIG104320","FedEx","CARRIER FedEx"
14720,"SO MIG104321","ORDER SALES MIG104321","FedEx","CARRIER FedEx"
14721,"SO MIG104322","ORDER SALES MIG104322","FedEx","CARRIER FedEx"
14722,"SO MIG104323","ORDER SALES MIG104323","FedEx","CARRIER FedEx"
14723,"SO MIG104324","ORDER SALES MIG104324","FedEx","CARRIER FedEx"
14724,"SO MIG104325","ORDER SALES MIG104325","FedEx","CARRIER FedEx"
14725,"SO MIG104326","ORDER SALES MIG104326","FedEx","CARRIER FedEx"
14726,"SO MIG104327","ORDER SALES MIG104327","FedEx","CARRIER FedEx"
14727,"SO MIG104328","ORDER SALES MIG104328","FedEx","CARRIER FedEx"
14728,"SO MIG104329","ORDER SALES MIG104329","FedEx","CARRIER FedEx"
14729,"SO MIG104330","ORDER SALES MIG104330","FedEx","CARRIER FedEx"
14730,"SO MIG104331","ORDER SALES MIG104331","FedEx","CARRIER FedEx"
14731,"SO MIG104332","ORDER SALES MIG104332","FedEx","CARRIER FedEx"
14732,"SO MIG104333","ORDER SALES MIG104333","FedEx","CARRIER FedEx"
14733,"SO MIG104334","ORDER SALES MIG104334","FedEx","CARRIER FedEx"
14734,"SO MIG104335","ORDER SALES MIG104335","FedEx","CARRIER FedEx"
14735,"SO MIG104336","ORDER SALES MIG104336","FedEx","CARRIER FedEx"
14736,"SO MIG104337","ORDER SALES MIG104337","FedEx","CARRIER FedEx"
14737,"SO MIG104338","ORDER SALES MIG104338","FedEx","CARRIER FedEx"
14738,"SO MIG104339","ORDER SALES MIG104339","FedEx","CARRIER FedEx"
14739,"SO MIG104340","ORDER SALES MIG104340","FedEx","CARRIER FedEx"
14740,"SO MIG104341","ORDER SALES MIG104341","FedEx","CARRIER FedEx"
14741,"SO MIG104342","ORDER SALES MIG104342","FedEx","CARRIER FedEx"
14742,"SO MIG104343","ORDER SALES MIG104343","FedEx","CARRIER FedEx"
14743,"SO MIG104344","ORDER SALES MIG104344","FedEx","CARRIER FedEx"
14744,"SO MIG104345","ORDER SALES MIG104345","FedEx","CARRIER FedEx"
14745,"SO MIG104346","ORDER SALES MIG104346","FedEx","CARRIER FedEx"
14746,"SO MIG104347","ORDER SALES MIG104347","FedEx","CARRIER FedEx"
14747,"SO MIG104348","ORDER SALES MIG104348","FedEx","CARRIER FedEx"
14748,"SO MIG104349","ORDER SALES MIG104349","FedEx","CARRIER FedEx"
14749,"SO MIG104350","ORDER SALES MIG104350","FedEx","CARRIER FedEx"
14750,"SO MIG104351","ORDER SALES MIG104351","FedEx","CARRIER FedEx"
14751,"SO MIG104352","ORDER SALES MIG104352","FedEx","CARRIER FedEx"
14752,"SO MIG104353","ORDER SALES MIG104353","FedEx","CARRIER FedEx"
14753,"SO MIG104354","ORDER SALES MIG104354","FedEx","CARRIER FedEx"
14754,"SO MIG104355","ORDER SALES MIG104355","FedEx","CARRIER FedEx"
14755,"SO MIG104356","ORDER SALES MIG104356","FedEx","CARRIER FedEx"
14756,"SO MIG104357","ORDER SALES MIG104357","FedEx","CARRIER FedEx"
14757,"SO MIG104358","ORDER SALES MIG104358","FedEx","CARRIER FedEx"
14758,"SO MIG104359","ORDER SALES MIG104359","FedEx","CARRIER FedEx"
14759,"SO MIG104360","ORDER SALES MIG104360","FedEx","CARRIER FedEx"
14760,"SO MIG104361","ORDER SALES MIG104361","FedEx","CARRIER FedEx"
14761,"SO MIG104362","ORDER SALES MIG104362","FedEx","CARRIER FedEx"
14762,"SO MIG104363","ORDER SALES MIG104363","FedEx","CARRIER FedEx"
14763,"SO MIG104364","ORDER SALES MIG104364","FedEx","CARRIER FedEx"
14764,"SO MIG104365","ORDER SALES MIG104365","FedEx","CARRIER FedEx"
14765,"SO MIG104366","ORDER SALES MIG104366","FedEx","CARRIER FedEx"
14766,"SO MIG104367","ORDER SALES MIG104367","FedEx","CARRIER FedEx"
14767,"SO MIG104368","ORDER SALES MIG104368","FedEx","CARRIER FedEx"
14768,"SO MIG104369","ORDER SALES MIG104369","FedEx","CARRIER FedEx"
14769,"SO MIG104370","ORDER SALES MIG104370","FedEx","CARRIER FedEx"
14770,"SO MIG104371","ORDER SALES MIG104371","FedEx","CARRIER FedEx"
14771,"SO MIG104372","ORDER SALES MIG104372","FedEx","CARRIER FedEx"
14772,"SO MIG104373","ORDER SALES MIG104373","FedEx","CARRIER FedEx"
14773,"SO MIG104374","ORDER SALES MIG104374","FedEx","CARRIER FedEx"
14774,"SO MIG104375","ORDER SALES MIG104375","FedEx","CARRIER FedEx"
14775,"SO MIG104376","ORDER SALES MIG104376","FedEx","CARRIER FedEx"
14776,"SO MIG104377","ORDER SALES MIG104377","FedEx","CARRIER FedEx"
14777,"SO MIG104378","ORDER SALES MIG104378","FedEx","CARRIER FedEx"
14778,"SO MIG104379","ORDER SALES MIG104379","FedEx","CARRIER FedEx"
14779,"SO MIG104380","ORDER SALES MIG104380","FedEx","CARRIER FedEx"
14780,"SO MIG104381","ORDER SALES MIG104381","FedEx","CARRIER FedEx"
14781,"SO MIG104382","ORDER SALES MIG104382","FedEx","CARRIER FedEx"
14782,"SO MIG104383","ORDER SALES MIG104383","FedEx","CARRIER FedEx"
14783,"SO MIG104384","ORDER SALES MIG104384","FedEx","CARRIER FedEx"
14784,"SO MIG104385","ORDER SALES MIG104385","FedEx","CARRIER FedEx"
14785,"SO MIG104386","ORDER SALES MIG104386","FedEx","CARRIER FedEx"
14786,"SO MIG104387","ORDER SALES MIG104387","FedEx","CARRIER FedEx"
14787,"SO MIG104388","ORDER SALES MIG104388","FedEx","CARRIER FedEx"
14788,"SO MIG104389","ORDER SALES MIG104389","FedEx","CARRIER FedEx"
14789,"SO MIG104390","ORDER SALES MIG104390","FedEx","CARRIER FedEx"
14790,"SO MIG104391","ORDER SALES MIG104391","FedEx","CARRIER FedEx"
14791,"SO MIG104392","ORDER SALES MIG104392","FedEx","CARRIER FedEx"
14792,"SO MIG104393","ORDER SALES MIG104393","FedEx","CARRIER FedEx"
14793,"SO MIG104394","ORDER SALES MIG104394","FedEx","CARRIER FedEx"
14794,"SO MIG104395","ORDER SALES MIG104395","FedEx","CARRIER FedEx"
14795,"SO MIG104396","ORDER SALES MIG104396","FedEx","CARRIER FedEx"
14796,"SO MIG104397","ORDER SALES MIG104397","FedEx","CARRIER FedEx"
14797,"SO MIG104398","ORDER SALES MIG104398","FedEx","CARRIER FedEx"
14798,"SO MIG104399","ORDER SALES MIG104399","FedEx","CARRIER FedEx"
14799,"SO MIG104400","ORDER SALES MIG104400","FedEx","CARRIER FedEx"
14800,"SO MIG104401","ORDER SALES MIG104401","FedEx","CARRIER FedEx"
14801,"SO MIG104402","ORDER SALES MIG104402","FedEx","CARRIER FedEx"
14802,"SO MIG104403","ORDER SALES MIG104403","FedEx","CARRIER FedEx"
14803,"SO MIG104404","ORDER SALES MIG104404","FedEx","CARRIER FedEx"
14804,"SO MIG104405","ORDER SALES MIG104405","FedEx","CARRIER FedEx"
14805,"SO MIG104406","ORDER SALES MIG104406","FedEx","CARRIER FedEx"
14806,"SO MIG104407","ORDER SALES MIG104407","FedEx","CARRIER FedEx"
14807,"SO MIG104408","ORDER SALES MIG104408","FedEx","CARRIER FedEx"
14808,"SO MIG104409","ORDER SALES MIG104409","FedEx","CARRIER FedEx"
14809,"SO MIG104410","ORDER SALES MIG104410","FedEx","CARRIER FedEx"
14810,"SO MIG104411","ORDER SALES MIG104411","FedEx","CARRIER FedEx"
14811,"SO MIG104412","ORDER SALES MIG104412","FedEx","CARRIER FedEx"
14812,"SO MIG104413","ORDER SALES MIG104413","FedEx","CARRIER FedEx"
14813,"SO MIG104414","ORDER SALES MIG104414","FedEx","CARRIER FedEx"
14814,"SO MIG104415","ORDER SALES MIG104415","FedEx","CARRIER FedEx"
14815,"SO MIG104416","ORDER SALES MIG104416","FedEx","CARRIER FedEx"
14816,"SO MIG104417","ORDER SALES MIG104417","FedEx","CARRIER FedEx"
14817,"SO MIG104418","ORDER SALES MIG104418","FedEx","CARRIER FedEx"
14818,"SO MIG104419","ORDER SALES MIG104419","FedEx","CARRIER FedEx"
14819,"SO MIG104420","ORDER SALES MIG104420","FedEx","CARRIER FedEx"
14820,"SO MIG104421","ORDER SALES MIG104421","FedEx","CARRIER FedEx"
14821,"SO MIG104422","ORDER SALES MIG104422","FedEx","CARRIER FedEx"
14822,"SO MIG104423","ORDER SALES MIG104423","FedEx","CARRIER FedEx"
14823,"SO MIG104424","ORDER SALES MIG104424","FedEx","CARRIER FedEx"
14824,"SO MIG104425","ORDER SALES MIG104425","FedEx","CARRIER FedEx"
14825,"SO MIG104426","ORDER SALES MIG104426","FedEx","CARRIER FedEx"
14826,"SO MIG104427","ORDER SALES MIG104427","FedEx","CARRIER FedEx"
14827,"SO MIG104428","ORDER SALES MIG104428","FedEx","CARRIER FedEx"
14828,"SO MIG104429","ORDER SALES MIG104429","FedEx","CARRIER FedEx"
14829,"SO MIG104430","ORDER SALES MIG104430","FedEx","CARRIER FedEx"
14830,"SO MIG104431","ORDER SALES MIG104431","FedEx","CARRIER FedEx"
14831,"SO MIG104432","ORDER SALES MIG104432","FedEx","CARRIER FedEx"
14832,"SO MIG104433","ORDER SALES MIG104433","FedEx","CARRIER FedEx"
14833,"SO MIG104434","ORDER SALES MIG104434","FedEx","CARRIER FedEx"
14834,"SO MIG104435","ORDER SALES MIG104435","FedEx","CARRIER FedEx"
14835,"SO MIG104436","ORDER SALES MIG104436","FedEx","CARRIER FedEx"
14836,"SO MIG104437","ORDER SALES MIG104437","FedEx","CARRIER FedEx"
14837,"SO MIG104438","ORDER SALES MIG104438","FedEx","CARRIER FedEx"
14838,"SO MIG104439","ORDER SALES MIG104439","FedEx","CARRIER FedEx"
14839,"SO MIG104440","ORDER SALES MIG104440","FedEx","CARRIER FedEx"
14840,"SO MIG104441","ORDER SALES MIG104441","FedEx","CARRIER FedEx"
14841,"SO MIG104442","ORDER SALES MIG104442","FedEx","CARRIER FedEx"
14842,"SO MIG104443","ORDER SALES MIG104443","FedEx","CARRIER FedEx"
14843,"SO MIG104444","ORDER SALES MIG104444","FedEx","CARRIER FedEx"
14844,"SO MIG104445","ORDER SALES MIG104445","FedEx","CARRIER FedEx"
14845,"SO MIG104446","ORDER SALES MIG104446","FedEx","CARRIER FedEx"
14846,"SO MIG104447","ORDER SALES MIG104447","FedEx","CARRIER FedEx"
14847,"SO MIG104448","ORDER SALES MIG104448","FedEx","CARRIER FedEx"
14848,"SO MIG104449","ORDER SALES MIG104449","FedEx","CARRIER FedEx"
14849,"SO MIG104450","ORDER SALES MIG104450","FedEx","CARRIER FedEx"
14850,"SO MIG104451","ORDER SALES MIG104451","FedEx","CARRIER FedEx"
14851,"SO MIG104452","ORDER SALES MIG104452","FedEx","CARRIER FedEx"
14852,"SO MIG104453","ORDER SALES MIG104453","FedEx","CARRIER FedEx"
14853,"SO MIG104454","ORDER SALES MIG104454","FedEx","CARRIER FedEx"
14854,"SO MIG104455","ORDER SALES MIG104455","FedEx","CARRIER FedEx"
14855,"SO MIG104456","ORDER SALES MIG104456","FedEx","CARRIER FedEx"
14856,"SO MIG104457","ORDER SALES MIG104457","FedEx","CARRIER FedEx"
14857,"SO MIG104458","ORDER SALES MIG104458","FedEx","CARRIER FedEx"
14858,"SO MIG104459","ORDER SALES MIG104459","FedEx","CARRIER FedEx"
14859,"SO MIG104460","ORDER SALES MIG104460","FedEx","CARRIER FedEx"
14860,"SO MIG104461","ORDER SALES MIG104461","FedEx","CARRIER FedEx"
14861,"SO MIG104462","ORDER SALES MIG104462","FedEx","CARRIER FedEx"
14862,"SO MIG104463","ORDER SALES MIG104463","FedEx","CARRIER FedEx"
14863,"SO MIG104464","ORDER SALES MIG104464","FedEx","CARRIER FedEx"
14864,"SO MIG104465","ORDER SALES MIG104465","FedEx","CARRIER FedEx"
14865,"SO MIG104466","ORDER SALES MIG104466","FedEx","CARRIER FedEx"
14866,"SO MIG104467","ORDER SALES MIG104467","FedEx","CARRIER FedEx"
14867,"SO MIG104468","ORDER SALES MIG104468","FedEx","CARRIER FedEx"
14868,"SO MIG104469","ORDER SALES MIG104469","FedEx","CARRIER FedEx"
14869,"SO MIG104470","ORDER SALES MIG104470","FedEx","CARRIER FedEx"
14870,"SO MIG104471","ORDER SALES MIG104471","FedEx","CARRIER FedEx"
14871,"SO MIG104472","ORDER SALES MIG104472","FedEx","CARRIER FedEx"
14872,"SO MIG104473","ORDER SALES MIG104473","FedEx","CARRIER FedEx"
14873,"SO MIG104474","ORDER SALES MIG104474","FedEx","CARRIER FedEx"
14874,"SO MIG104475","ORDER SALES MIG104475","FedEx","CARRIER FedEx"
14875,"SO MIG104476","ORDER SALES MIG104476","FedEx","CARRIER FedEx"
14876,"SO MIG104477","ORDER SALES MIG104477","FedEx","CARRIER FedEx"
14877,"SO MIG104478","ORDER SALES MIG104478","FedEx","CARRIER FedEx"
14878,"SO MIG104479","ORDER SALES MIG104479","FedEx","CARRIER FedEx"
14879,"SO MIG104480","ORDER SALES MIG104480","FedEx","CARRIER FedEx"
14880,"SO MIG104481","ORDER SALES MIG104481","FedEx","CARRIER FedEx"
14881,"SO MIG104482","ORDER SALES MIG104482","FedEx","CARRIER FedEx"
14882,"SO MIG104483","ORDER SALES MIG104483","FedEx","CARRIER FedEx"
14883,"SO MIG104484","ORDER SALES MIG104484","FedEx","CARRIER FedEx"
14884,"SO MIG104485","ORDER SALES MIG104485","FedEx","CARRIER FedEx"
14885,"SO MIG104486","ORDER SALES MIG104486","FedEx","CARRIER FedEx"
14886,"SO MIG104487","ORDER SALES MIG104487","FedEx","CARRIER FedEx"
14887,"SO MIG104488","ORDER SALES MIG104488","FedEx","CARRIER FedEx"
14888,"SO MIG104489","ORDER SALES MIG104489","FedEx","CARRIER FedEx"
14889,"SO MIG104490","ORDER SALES MIG104490","FedEx","CARRIER FedEx"
14890,"SO MIG104491","ORDER SALES MIG104491","FedEx","CARRIER FedEx"
14891,"SO MIG104492","ORDER SALES MIG104492","FedEx","CARRIER FedEx"
14892,"SO MIG104493","ORDER SALES MIG104493","FedEx","CARRIER FedEx"
14893,"SO MIG104494","ORDER SALES MIG104494","FedEx","CARRIER FedEx"
14894,"SO MIG104495","ORDER SALES MIG104495","FedEx","CARRIER FedEx"
14895,"SO MIG104496","ORDER SALES MIG104496","FedEx","CARRIER FedEx"
14896,"SO MIG104497","ORDER SALES MIG104497","FedEx","CARRIER FedEx"
14897,"SO MIG104498","ORDER SALES MIG104498","FedEx","CARRIER FedEx"
14898,"SO MIG104499","ORDER SALES MIG104499","FedEx","CARRIER FedEx"
14899,"SO MIG104500","ORDER SALES MIG104500","FedEx","CARRIER FedEx"
14900,"SO MIG104501","ORDER SALES MIG104501","FedEx","CARRIER FedEx"
14901,"SO MIG104502","ORDER SALES MIG104502","FedEx","CARRIER FedEx"
14902,"SO MIG104503","ORDER SALES MIG104503","FedEx","CARRIER FedEx"
14903,"SO MIG104504","ORDER SALES MIG104504","FedEx","CARRIER FedEx"
14904,"SO MIG104505","ORDER SALES MIG104505","FedEx","CARRIER FedEx"
14905,"SO MIG104506","ORDER SALES MIG104506","FedEx","CARRIER FedEx"
14906,"SO MIG104507","ORDER SALES MIG104507","FedEx","CARRIER FedEx"
14907,"SO MIG104508","ORDER SALES MIG104508","FedEx","CARRIER FedEx"
14908,"SO MIG104509","ORDER SALES MIG104509","FedEx","CARRIER FedEx"
14909,"SO MIG104510","ORDER SALES MIG104510","FedEx","CARRIER FedEx"
14910,"SO MIG104511","ORDER SALES MIG104511","FedEx","CARRIER FedEx"
14911,"SO MIG104512","ORDER SALES MIG104512","FedEx","CARRIER FedEx"
14912,"SO MIG104513","ORDER SALES MIG104513","FedEx","CARRIER FedEx"
14913,"SO MIG104514","ORDER SALES MIG104514","FedEx","CARRIER FedEx"
14914,"SO MIG104515","ORDER SALES MIG104515","FedEx","CARRIER FedEx"
14915,"SO MIG104516","ORDER SALES MIG104516","FedEx","CARRIER FedEx"
14916,"SO MIG104517","ORDER SALES MIG104517","FedEx","CARRIER FedEx"
14917,"SO MIG104518","ORDER SALES MIG104518","FedEx","CARRIER FedEx"
